Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year
Drinks,9.5,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,865.54,26
Food,5.78,Regular,0.074087369,Snack Foods,264.9568,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0768,38
Food,8.05,Regular,0.057792343,Fruits and Vegetables,257.5646,OUT013,1987,High,Tier 3,Supermarket Type1,5153.292,38
Food,6.75,Regular,0.108679906,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,16
Drinks,16.6,Low Fat,0.136500981,Hard Drinks,173.3422,OUT017,2007,Medium,Tier 2,Supermarket Type1,4138.6128,18
Non-Consumable,6.095,Non-Counsumable,0.081361288,Others,141.9154,OUT045,2002,Medium,Tier 2,Supermarket Type1,2694.4926,23
Food,15.1,Low Fat,0.057792343,Snack Foods,197.211,OUT010,1998,Medium,Tier 3,Grocery Store,196.411,27
Food,19.35,Regular,0.018591464,Snack Foods,112.9544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,26
Non-Consumable,11.3,Non-Counsumable,0.066952965,Household,192.0478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.9648,16
Food,10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,2007,Medium,Tier 2,Supermarket Type1,4541.4218,18
Food,19.7,Regular,0.057792343,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686,26
Food,12.857645184136183,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,1985,Small,Tier 1,Grocery Store,111.1886,40
Food,10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,16
Food,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,26
Food,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836,16
Food,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,28
Food,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2352,26
Food,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448,27
Food,5.305,Regular,0.07871639,Meat,183.5608,OUT010,1998,Medium,Tier 3,Grocery Store,551.2824,27
Drinks,9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,2002,Medium,Tier 2,Supermarket Type1,978.726,23
Food,9.6,Regular,0.022274264,Breads,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771,21
Food,13.0,Low Fat,0.153618566,Canned,79.6986,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0734,28
Food,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94,16
Food,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,2007,Medium,Tier 2,Supermarket Type1,681.7792,18
Food,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,2002,Medium,Tier 2,Supermarket Type1,5690.5926,23
Food,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998,Medium,Tier 3,Grocery Store,185.7582,27
Drinks,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,18
Food,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698,28
Food,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,2002,Medium,Tier 2,Supermarket Type1,905.488,23
Food,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282,28
Non-Consumable,15.2,Non-Counsumable,0.162462044,Health and Hygiene,117.6492,OUT010,1998,Medium,Tier 3,Grocery Store,347.5476,27
Food,12.15,Low Fat,0.057792343,Breads,164.7184,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,28
Food,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,21
Food,12.857645184136183,Regular,0.017466284,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.6104,40
Food,12.857645184136183,Low Fat,0.031073804,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,40
Drinks,8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,2007,Medium,Tier 2,Supermarket Type1,1114.5492,18
Non-Consumable,19.85,Non-Counsumable,0.025968706,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896,28
Drinks,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,2002,Medium,Tier 2,Supermarket Type1,690.4346,23
Non-Consumable,17.0,Non-Counsumable,0.126958147,Household,125.8362,OUT017,2007,Medium,Tier 2,Supermarket Type1,2516.724,18
Food,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648,28
Food,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427,28
Food,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,2002,Medium,Tier 2,Supermarket Type1,522.653,23
Food,12.857645184136183,Low Fat,0.057792343,Fruits and Vegetables,255.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.9568,40
Food,7.035,Low Fat,0.057792343,Frozen Foods,263.291,OUT010,1998,Medium,Tier 3,Grocery Store,525.982,27
Food,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666,16
Food,12.857645184136183,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.6896,40
Food,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,1998,Medium,Tier 3,Grocery Store,39.948,27
Food,9.3,Regular,0.033505804,Meat,153.4314,OUT045,2002,Medium,Tier 2,Supermarket Type1,2482.1024,23
Food,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1635.8706,23
Drinks,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,2007,Medium,Tier 2,Supermarket Type1,3383.5956,18
Non-Consumable,12.857645184136183,Non-Counsumable,0.092433518,Health and Hygiene,101.6674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.1436,40
Food,9.8,Low Fat,0.026081567,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7,21
Drinks,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,38
Non-Consumable,9.695,Non-Counsumable,0.113917889,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.8268,21
Food,10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,26
Drinks,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,38
Food,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.9202,21
Non-Consumable,5.82,Non-Counsumable,0.134975628,Household,170.579,OUT010,1998,Medium,Tier 3,Grocery Store,509.337,27
Food,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,28
Food,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002,Medium,Tier 2,Supermarket Type1,2564.6616,23
Food,19.7,Low Fat,0.067039526,Snack Foods,178.337,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496,26
Drinks,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,2002,Medium,Tier 2,Supermarket Type1,1291.652,23
Food,11.35,Regular,0.023358738,Dairy,184.4608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376,26
Food,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.111777297,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.6058,40
Food,20.85,Low Fat,0.032448523,Baking Goods,177.866,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,28
Food,17.25,Regular,0.047266211,Snack Foods,97.0068,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.9292,28
Food,15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.047,26
Food,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,38
Non-Consumable,15.2,Non-Counsumable,0.020280476,Health and Hygiene,49.1034,OUT010,1998,Medium,Tier 3,Grocery Store,194.4136,27
Food,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,2002,Medium,Tier 2,Supermarket Type1,535.3032,23
Non-Consumable,12.857645184136183,Non-Counsumable,0.054376275,Health and Hygiene,56.293,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.685,40
Food,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452,27
Food,12.857645184136183,Regular,0.060154968,Frozen Foods,110.1544,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,40
Food,12.857645184136183,Regular,0.134441765,Starchy Foods,183.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.234,40
Drinks,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,38
Food,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918,21
Food,12.857645184136183,Regular,0.136701678,Meat,182.1608,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.3456,40
Food,12.857645184136183,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,1985,Small,Tier 1,Grocery Store,889.5088,40
Food,12.857645184136183,Regular,0.074806196,Dairy,112.9176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,40
Food,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544,21
Non-Consumable,12.15,Non-Counsumable,0.006754117,Others,122.173,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633,38
Food,13.35,Low Fat,0.057792343,Snack Foods,238.7564,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.8512,16
Non-Consumable,17.0,Non-Counsumable,0.052209303,Health and Hygiene,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,28
Food,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.206,26
Food,12.857645184136183,Low Fat,0.13064231,Snack Foods,88.383,OUT019,1985,Small,Tier 1,Grocery Store,89.883,40
Non-Consumable,9.1,Non-Counsumable,0.055382616,Household,115.0518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,38
Food,6.13,Low Fat,0.057792343,Fruits and Vegetables,54.1298,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.245,28
Food,12.857645184136183,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,40
Food,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,38
Drinks,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.4464,16
Food,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.1336,26
Food,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224,16
Food,12.857645184136183,Low Fat,0.092933158,Fruits and Vegetables,91.0146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.1548,40
Non-Consumable,10.3,Non-Counsumable,0.117593973,Health and Hygiene,154.463,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.408,18
Food,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778,18
Food,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,26
Non-Consumable,12.857645184136183,Non-Counsumable,0.02426524,Health and Hygiene,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728,40
Non-Consumable,16.2,Non-Counsumable,0.176175402,Health and Hygiene,184.0608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2021.3688,18
Food,8.975,Regular,0.088257771,Canned,84.1224,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448,27
Food,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491,26
Non-Consumable,17.75,Non-Counsumable,0.111527348,Others,110.2912,OUT045,2002,Medium,Tier 2,Supermarket Type1,873.5296,23
Food,12.8,Regular,0.114318263,Breads,142.2838,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4514,16
Food,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,2007,Medium,Tier 2,Supermarket Type1,587.2356,18
Food,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676,27
Food,5.785,Regular,0.053930934,Fruits and Vegetables,87.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,26
Food,12.857645184136183,Low Fat,0.018942606,Snack Foods,236.0248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.6944,40
Food,7.96,Low Fat,0.028339599,Canned,162.4894,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834,38
Food,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692,28
Food,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786,OUT045,2002,Medium,Tier 2,Supermarket Type1,3900.9222,23
Food,13.35,Low Fat,0.102670882,Dairy,228.6352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528,26
Food,5.46,Regular,0.032177405,Canned,185.424,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872,28
Drinks,12.857645184136183,Regular,0.039734882,Soft Drinks,165.7868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.604,40
Food,20.75,Regular,0.083536989,Frozen Foods,180.3318,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314,38
Non-Consumable,6.59,Non-Counsumable,0.026225693,Household,119.0098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058,26
Food,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,2007,Medium,Tier 2,Supermarket Type1,1837.608,18
Food,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,2002,Medium,Tier 2,Supermarket Type1,2131.2258,23
Non-Consumable,18.85,Non-Counsumable,0.168531813,Household,192.5136,OUT017,2007,Medium,Tier 2,Supermarket Type1,2916.204,18
Food,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768,16
Non-Consumable,10.1,Non-Counsumable,0.030269774,Health and Hygiene,152.4656,OUT045,2002,Medium,Tier 2,Supermarket Type1,2934.8464,23
Food,10.0,Low Fat,0.025822315,Canned,262.7226,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712,21
Food,8.985,Low Fat,0.183688161,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7,26
Food,11.5,Regular,0.125579201,Frozen Foods,99.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.8938,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.077079177,Health and Hygiene,61.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804,40
Non-Consumable,19.85,Non-Counsumable,0.026074491,Household,48.6376,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512,16
Non-Consumable,21.1,Non-Counsumable,0.010593469,Household,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,38
Food,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,28
Food,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,21
Drinks,7.905,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388,38
Food,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694,OUT045,2002,Medium,Tier 2,Supermarket Type1,5480.8656,23
Food,12.857645184136183,Low Fat,0.040318693,Fruits and Vegetables,186.224,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,40
Food,15.0,Regular,0.161762835,Canned,185.9266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2581.9724,23
Food,17.6,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802,28
Food,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,1998,Medium,Tier 3,Grocery Store,227.7036,27
Non-Consumable,5.11,Non-Counsumable,0.034868095,Household,163.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,21
Food,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,2002,Medium,Tier 2,Supermarket Type1,407.4696,23
Food,7.235,Low Fat,0.058083831,Snack Foods,113.6834,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668,38
Food,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.3256,28
Drinks,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504,21
Food,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.5794,26
Drinks,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396,38
Food,10.5,Regular,0.142511272,Breads,158.7578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,21
Drinks,14.15,Low Fat,0.09557165,Soft Drinks,171.0106,OUT045,2002,Medium,Tier 2,Supermarket Type1,4106.6544,23
Drinks,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,1998,Medium,Tier 3,Grocery Store,186.424,27
Food,15.85,Regular,0.061045133,Meat,44.7744,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,38
Food,10.3,Regular,0.011148865,Snack Foods,84.854,OUT045,2002,Medium,Tier 2,Supermarket Type1,778.986,23
Food,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.4966,28
Food,12.857645184136183,Regular,0.019672774,Canned,86.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.8356,40
Food,10.3,Low Fat,0.078678276,Baking Goods,177.037,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177,38
Food,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624,26
Food,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.2276,16
Food,10.0,Regular,0.037757166,Snack Foods,126.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994,21
Food,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,2004,Small,Tier 2,Supermarket Type1,785.644,21
Food,12.857645184136183,Regular,0.032892112,Breakfast,49.3008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.024,40
Non-Consumable,20.2,Non-Counsumable,0.100477461,Household,187.7898,OUT017,2007,Medium,Tier 2,Supermarket Type1,2245.0776,18
Non-Consumable,7.5,Non-Counsumable,0.036228067,Health and Hygiene,175.2028,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57,21
Food,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,38
Food,15.75,Low Fat,0.055154296,Baking Goods,195.5452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712,16
Food,12.857645184136183,Low Fat,0.106907604,Breakfast,162.8526,OUT019,1985,Small,Tier 1,Grocery Store,493.3578,40
Food,13.65,Regular,0.073060301,Frozen Foods,196.2426,OUT045,2002,Medium,Tier 2,Supermarket Type1,2570.6538,23
Non-Consumable,20.1,Non-Counsumable,0.077439606,Health and Hygiene,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576,21
Food,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936,16
Food,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,26
Food,12.857645184136183,Regular,0.139330557,Canned,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.2068,40
Food,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506,28
Food,7.72,Regular,0.074669288,Breads,76.3986,OUT013,1987,High,Tier 3,Supermarket Type1,1402.1748,38
Non-Consumable,12.1,Non-Counsumable,0.025834128,Household,165.1526,OUT010,1998,Medium,Tier 3,Grocery Store,164.4526,27
Food,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2085.9514,38
Non-Consumable,12.857645184136183,Non-Counsumable,0.050901814,Household,120.5414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242,40
Non-Consumable,16.0,Non-Counsumable,0.072965144,Household,231.3668,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.336,16
Food,8.395,Low Fat,0.039492207,Snack Foods,97.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,28
Food,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3395.58,21
Food,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66,38
Food,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,1998,Medium,Tier 3,Grocery Store,517.9924,27
Food,12.857645184136183,Low Fat,0.040747616,Snack Foods,140.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.3384,40
Non-Consumable,7.475,Non-Counsumable,0.013146636,Household,214.5192,OUT045,2002,Medium,Tier 2,Supermarket Type1,2804.3496,23
Food,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,2002,Medium,Tier 2,Supermarket Type1,3797.7232,23
Drinks,7.97,Low Fat,0.057792343,Soft Drinks,172.0422,OUT018,2009,Medium,Tier 3,Supermarket Type2,5690.5926,16
Food,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3235.788,26
Food,16.35,Regular,0.062665642,Fruits and Vegetables,225.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434,16
Food,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5248,21
Non-Consumable,11.8,Non-Counsumable,0.022843501,Health and Hygiene,177.8686,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.9836,28
Food,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.9808,28
Food,13.65,Regular,0.057792343,Meat,36.6532,OUT017,2007,Medium,Tier 2,Supermarket Type1,755.0172,18
Food,16.75,Low Fat,0.128861359,Breads,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696,21
Food,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.4452,26
Food,18.0,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809,21
Food,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,1998,Medium,Tier 3,Grocery Store,127.1678,27
